City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
468,Stromness,GB,58.965,-3.296,39.16,62,100,21.03,Clouds
469,Oktyabrskiy,RU,54.4815,53.471,15.62,76,100,16.98,Clouds
470,Concarneau,FR,47.875,-3.9225,41.83,82,24,3.96,Clouds
471,George Town,MY,5.4112,100.3354,77.9,92,20,0.0,Clouds
472,Inongo,CD,-1.95,18.2667,75.13,79,16,1.43,Clouds
473,Sumter,US,28.7086,-82.0831,80.98,63,11,5.99,Clouds
474,Axim,GH,4.8699,-2.2405,79.74,83,6,8.01,Clear
475,Samfya,ZM,-11.3649,29.5565,67.26,86,94,3.76,Rain
476,Nantucket,US,41.2835,-70.0995,42.15,84,100,28.07,Clouds
477,Olga,RU,43.7444,135.2892,16.75,71,2,7.92,Clear
478,Ventspils,LV,57.3894,21.5606,19.33,100,40,3.44,Clouds
479,Gazanjyk,TM,39.2446,55.5154,28.26,45,0,15.9,Clear
480,Puerto Escondido,MX,15.85,-97.0667,85.03,58,0,4.61,Clear
481,Obo,CF,5.3998,26.4869,79.57,44,91,3.09,Clouds
482,Kenai,US,60.5544,-151.2583,12.15,83,100,8.05,Mist
483,Nouakchott,MR,18.0858,-15.9785,76.93,60,0,11.27,Clear
484,Sao Joao Da Barra,BR,-21.6403,-41.0511,84.29,87,4,12.46,Clear
485,Macon,US,39.8667,-88.9668,42.87,68,100,4.34,Clouds
486,Moron,AR,-34.6534,-58.6198,88.95,56,0,12.33,Clear
487,Halifax,CA,44.6453,-63.5724,28.22,81,100,15.99,Clouds
488,Ellisras,ZA,-23.6649,27.7443,74.91,50,63,4.45,Clouds
489,Wilmington,US,34.2257,-77.9447,61.0,57,75,10.36,Clouds
490,Whitehorse,CA,60.7161,-135.0538,3.09,98,31,2.35,Clouds
491,Kamaishi,JP,39.2667,141.8833,39.97,86,100,8.1,Rain
492,San Jose Poaquil,GT,14.8197,-90.9064,67.66,52,9,5.88,Clear
493,Laguna,US,38.421,-121.4238,54.09,92,100,28.77,Rain
494,Bay Roberts,CA,47.5999,-53.2648,37.33,90,9,7.0,Clear
495,Remedios,CU,22.4947,-79.5458,81.52,64,55,9.93,Clouds
496,Awjilah,LY,29.1081,21.2869,71.35,22,4,6.82,Clear
497,Ambilobe,MG,-13.2,49.05,74.61,89,1,3.65,Clear
498,Otrado-Olginskoye,RU,45.3104,40.9397,39.9,65,12,9.01,Clouds
499,High Level,CA,58.5169,-117.136,-7.49,71,20,6.91,Clouds
500,Svetlaya,RU,46.5389,138.3297,14.86,69,94,6.46,Clouds
501,Nioki,CD,-2.7167,17.6833,75.58,79,59,1.25,Clouds
502,Katherine,AU,-14.4667,132.2667,82.72,74,54,5.75,Haze
503,Hailey,US,43.5196,-114.3153,29.98,79,100,5.75,Snow
504,Griffith,US,41.5284,-87.4237,39.15,90,100,4.61,Mist
505,Kokstad,ZA,-30.5472,29.4241,58.98,98,100,3.4,Rain
506,Moranbah,AU,-22.0016,148.0466,73.69,84,1,11.05,Clear
507,Udachnyy,RU,66.4167,112.4,-33.56,66,99,4.47,Clouds
508,Port Hedland,AU,-20.3167,118.5667,86.05,23,5,11.5,Clear
509,Bafq,IR,31.6128,55.4107,44.55,43,15,7.65,Clouds
510,Palu,ID,-0.8917,119.8707,74.91,96,96,1.92,Clouds
511,Ixtapa,MX,20.7,-105.2,83.23,67,3,4.0,Clear
512,Istok,XK,42.7808,20.4875,51.93,98,100,4.65,Rain
513,Walvis Bay,NA,-22.9575,14.5053,63.55,88,0,3.44,Clear
514,Xiongzhou,CN,25.1167,114.3,53.06,72,100,5.19,Clouds
515,Moree,AU,-29.4667,149.85,66.58,74,0,14.56,Clear
516,Beloha,MG,-25.1667,45.05,74.23,80,99,11.95,Clouds
517,Vadinsk,RU,53.6916,43.0574,30.9,93,100,19.86,Clouds
518,Paso De Carrasco,UY,-34.8603,-56.0522,81.05,56,0,20.71,Clear
519,Poum,NC,-20.2333,164.0167,79.9,79,3,7.9,Clear
520,Dunedin,NZ,-45.8742,170.5036,57.79,95,24,2.51,Clouds
521,Buluang,PH,13.3068,123.3425,75.27,95,100,4.0,Clouds
522,Catuday,PH,16.2923,119.8062,77.85,81,97,18.16,Clouds
523,Stokmarknes,NO,68.5646,14.9108,24.78,63,19,14.97,Clouds
524,Talnakh,RU,69.4865,88.3972,-28.43,93,49,3.51,Clouds
525,Brae,GB,60.3964,-1.353,39.72,58,94,18.05,Clouds
526,Surt,LY,31.2089,16.5887,71.73,60,100,16.46,Clouds
527,La Palma,US,33.8464,-118.0467,66.18,67,75,9.22,Clouds
528,Okhotsk,RU,59.3833,143.3,-24.86,84,20,10.78,Clouds
529,La Romana,DO,18.4273,-68.9728,84.56,70,75,9.22,Clouds
530,Sitka,US,57.0531,-135.33,30.09,59,0,3.44,Clear
531,Astoria,US,46.1879,-123.8313,48.43,91,100,5.75,Rain
532,Zhigansk,RU,66.7697,123.3711,-44.81,97,54,7.96,Clouds
533,Grootfontein,NA,-19.5667,18.1167,74.77,57,32,5.75,Clouds
534,Voh,NC,-20.9667,164.7,79.07,82,13,2.62,Clouds
535,Newport,GB,51.5877,-2.9984,37.62,73,13,1.05,Clouds
536,Lashio,MM,22.9333,97.75,50.36,78,0,1.88,Clear
537,Bulgan,MN,48.8125,103.5347,2.17,79,100,2.91,Clouds
538,Pozo Colorado,PY,-23.4923,-58.7972,105.03,27,99,11.36,Clouds
539,Narsaq,GL,60.9167,-46.05,16.02,64,0,8.1,Clear
540,Tabat,ID,-2.635,115.2274,72.25,96,63,0.76,Clouds
541,Montague,US,42.5356,-72.5351,39.31,62,0,6.49,Clear
542,Eyl,SO,7.9803,49.8164,75.88,71,38,18.01,Clouds
543,Polunochnoye,RU,60.8697,60.4153,4.23,96,100,3.56,Snow
544,Bubaque,GW,11.2833,-15.8333,81.52,74,10,13.35,Clear
545,Tagusao,PH,9.1924,117.8141,77.47,88,100,6.13,Clouds
546,Worthing,GB,50.8145,-0.3713,34.38,89,15,1.81,Clouds
547,Providencia,MX,28.7167,-111.5833,74.21,32,0,5.32,Clear
548,Portland,US,45.5234,-122.6762,52.05,94,100,6.91,Clouds
549,Ongole,IN,15.5,80.05,74.48,92,78,8.46,Clouds
550,Coolum Beach,AU,-26.5333,153.1,71.33,95,86,6.6,Clouds
551,Salamiyah,SY,35.0113,37.0532,53.37,71,5,1.9,Clear
552,Saint-Michel-Des-Saints,CA,46.6834,-73.9159,16.93,62,3,5.64,Clear
553,Bilibino,RU,68.0546,166.4372,-8.63,95,100,1.9,Clouds
554,Denpasar,ID,-8.65,115.2167,78.46,94,40,2.3,Clouds
555,Sambava,MG,-14.2667,50.1667,75.51,86,9,9.1,Rain
556,Fairbanks,US,64.8378,-147.7164,10.36,78,100,4.61,Clouds
557,Kirovsk,UA,48.6375,38.6428,42.89,69,100,17.72,Clouds
558,Northam,GB,51.0333,-4.2167,32.25,74,61,1.97,Snow
559,Bosaso,SO,11.2842,49.1816,74.91,75,57,3.98,Clouds
560,Fuerte Olimpo,PY,-21.0415,-57.8738,103.23,28,93,5.35,Clouds
561,Kieta,PG,-6.2167,155.6333,79.05,83,89,0.09,Clouds
562,Marawi,PH,7.9986,124.2928,67.26,89,100,5.23,Clouds
563,Colesberg,ZA,-30.72,25.0972,68.99,61,100,19.55,Rain
564,Druzhba,UA,52.0428,33.9453,38.61,100,100,9.28,Clouds
565,Cuamba,MZ,-14.8031,36.5372,68.92,94,98,3.4,Rain
566,Xining,CN,36.6167,101.7667,19.94,70,20,2.84,Clouds
567,Manicore,BR,-5.8092,-61.3003,88.32,53,100,1.88,Clouds
568,Abu Samrah,SY,35.3029,37.1841,53.01,73,7,3.62,Clear
569,Tondano,ID,1.3038,124.9112,66.29,93,97,1.61,Clouds
570,La Rioja,ES,42.25,-2.5,29.98,88,97,4.34,Clouds
571,Tigil,RU,57.8,158.6667,1.45,95,95,6.15,Clouds
572,Yuyao,CN,30.05,121.1494,49.77,82,86,11.61,Clouds
573,Mayumba,GA,-3.432,10.6554,77.83,90,99,6.15,Rain
574,Forssa,FI,60.8146,23.6215,29.68,97,100,3.6,Snow
575,Lasa,IT,46.6166,10.7002,36.48,94,94,8.5,Clouds
576,Iwanai,JP,42.9744,140.5089,31.75,77,98,6.29,Clouds
577,Tual,ID,-5.6667,132.75,83.43,73,100,11.59,Clouds
578,Lae,PG,-6.7221,146.9847,74.07,80,100,6.29,Clouds
579,Haines City,US,28.1142,-81.6179,79.88,60,0,4.61,Clear
580,Alassio,IT,44.0039,8.1671,50.95,83,1,8.99,Clear
581,Brawley,US,32.9787,-115.5303,68.25,34,0,2.75,Clear
582,Alvaraes,BR,-3.2208,-64.8042,82.27,53,100,3.27,Rain
583,Mezhova,UA,48.2532,36.7347,47.48,96,100,16.87,Clouds
584,Hilton Head Island,US,32.2163,-80.7526,57.25,93,100,6.91,Clouds
585,Namatanai,PG,-3.6667,152.4333,78.55,82,91,4.41,Clouds
586,Manono,CD,-7.3,27.4167,69.94,85,66,1.1,Clouds
587,Hokitika,NZ,-42.7167,170.9667,54.61,89,100,6.87,Clouds
588,Cooma,AU,-36.2333,149.1333,49.08,75,3,3.2,Clear
589,Port Augusta,AU,-32.5,137.7667,68.18,72,82,13.22,Clouds
590,Twin Falls,US,42.3505,-114.6445,41.34,42,100,17.27,Clouds
591,Cuxhaven,DE,53.8718,8.6909,30.4,80,100,5.75,Clouds
592,Krasnaya Gorka,RU,55.1962,56.6673,10.4,79,100,12.82,Clouds
593,Diamantino,BR,-14.4086,-56.4461,82.4,63,98,7.74,Clouds
594,Urgut,UZ,39.4022,67.2431,19.02,70,1,5.35,Clear
595,Kysyl-Syr,RU,63.8986,122.7617,-33.72,100,98,3.71,Clouds
596,Ketchikan,US,55.3422,-131.6461,39.18,64,0,6.91,Clear
597,Nueve De Julio,AR,-35.4444,-60.8831,94.96,28,0,1.99,Clear
598,Belaya Gora,RU,68.5333,146.4167,-21.39,98,100,7.36,Clouds
599,Kabinda,CD,-6.1333,24.4833,66.38,94,70,3.67,Rain
600,Margate,GB,51.3813,1.3862,36.9,81,8,1.01,Clear
601,Saint-Georges,GD,12.0564,-61.7485,82.08,65,20,5.75,Clouds
602,Woodward,US,36.4337,-99.3904,54.63,59,0,4.61,Clear
603,Coquimbo,CL,-29.9533,-71.3436,65.93,77,75,13.8,Clouds
604,Chandil,IN,22.9667,86.05,62.22,39,71,2.3,Clouds
605,Bundaberg,AU,-24.85,152.35,70.21,90,78,1.99,Rain
606,Tucuman,AR,-26.8241,-65.2226,73.4,83,75,5.75,Clouds
607,Bintulu,MY,3.1667,113.0333,73.81,100,20,0.0,Clouds
608,Beatrice,US,40.2681,-96.747,47.17,49,0,9.22,Clear
609,Hovd,MN,48.0056,91.6419,2.07,60,100,7.52,Clouds
610,Shitanjing,CN,39.2342,106.3439,13.32,28,77,6.55,Clouds
611,Myanaung,MM,18.2833,95.3167,72.37,73,9,4.68,Clear
612,Sibolga,ID,1.7427,98.7792,73.74,95,100,3.02,Clouds
613,Shache,CN,38.4167,77.2406,25.48,46,0,3.71,Clear
614,Cabinda,AO,-5.55,12.2,78.19,90,84,6.85,Rain
615,Stende,LV,57.15,22.5333,11.21,100,99,3.67,Clouds
616,Darlawn,IN,24.0167,92.9,52.45,92,6,2.8,Clear
617,Jijiga,ET,9.35,42.8,59.97,65,12,6.69,Clouds
618,Shelburne,CA,44.0787,-80.2041,27.05,84,100,12.3,Clouds
619,Matagami,CA,49.7502,-77.6328,12.31,67,0,4.61,Clear
620,Weymouth,US,42.2209,-70.9398,35.82,85,100,11.5,Clouds
621,Camiri,BO,-20.05,-63.5167,92.98,36,75,4.61,Clouds
622,Shahreza,IR,32.0339,51.8794,36.01,68,87,4.18,Clouds
623,Muisne,EC,0.6,-80.0333,76.5,75,86,10.0,Clouds
624,Deder,ET,9.3167,41.45,53.62,42,14,2.59,Clouds
625,Tha Chang,TH,9.2642,99.1922,79.21,88,65,4.9,Clouds
626,Huilong,CN,31.8111,121.655,45.93,63,96,19.44,Clouds
627,Auki,SB,-8.7676,160.7034,77.58,87,100,4.79,Clouds
628,Serenje,ZM,-13.2325,30.2352,61.57,98,58,3.11,Rain
629,Kaiyuan,CN,23.6977,103.3037,56.01,78,97,3.11,Clouds
630,Tirat Karmel,IL,32.7617,34.9719,56.68,67,8,6.04,Clear
631,Milkovo,RU,54.7167,158.6167,-3.71,92,100,0.25,Clouds
632,Christchurch,NZ,-43.5333,172.6333,64.47,77,98,3.44,Clouds
633,Ilheus,BR,-14.7889,-39.0494,82.22,89,20,3.44,Clouds
634,Chifeng,CN,42.2683,118.9636,14.58,49,0,6.44,Clear
635,Kemise,ET,10.7167,39.8667,63.07,55,3,1.99,Clear
636,Mancio Lima,BR,-7.6142,-72.8958,86.07,70,75,6.91,Clouds
637,Mahajanga,MG,-15.7167,46.3167,78.82,83,40,2.3,Rain
638,Fomboni,KM,-12.28,43.7425,81.72,72,8,1.61,Clear
639,Rawson,AR,-43.3002,-65.1023,75.11,26,38,4.34,Clouds
640,Vrangel,RU,42.7297,133.0839,21.7,56,0,11.07,Clear
641,Ilhabela,BR,-23.7781,-45.3581,77.14,79,27,6.51,Clouds
642,Buzmeyin,TM,38.0507,58.2056,31.73,40,100,4.61,Clouds
643,Pangody,RU,65.85,74.4859,-23.62,100,20,3.87,Clouds
644,Khipro,PK,25.8285,69.3772,67.17,29,0,10.33,Clear
645,Syamzha,RU,60.0158,41.0614,11.32,97,93,5.1,Clouds
646,Zhuanghe,CN,39.7008,122.9911,24.57,48,0,5.77,Clear
647,Itupiranga,BR,-5.1347,-49.3267,88.12,65,99,1.7,Clouds
648,Ribas Do Rio Pardo,BR,-20.4431,-53.7592,78.51,79,100,11.88,Clouds
649,Mogocha,RU,53.7333,119.7667,-12.77,99,52,1.81,Clouds
650,Kudat,MY,6.8837,116.8477,76.93,88,40,10.36,Clouds
651,Gannan,CN,47.9147,123.5031,-1.1,91,5,4.52,Clear
652,Zhezkazgan,KZ,47.8043,67.7144,2.75,89,6,5.84,Clear
653,Maturin,VE,9.75,-63.1767,89.44,45,73,8.05,Clouds
654,Huron,US,41.1501,-82.5499,39.69,85,100,2.06,Clouds
655,Martinsville,US,36.6915,-79.8725,47.37,72,100,0.0,Clouds
656,Hay River,CA,60.8156,-115.7999,-5.82,71,100,9.22,Clouds
657,Diamantina,BR,-18.2494,-43.6003,73.06,71,93,0.98,Clouds
658,Juneau,US,58.3019,-134.4197,26.22,88,20,0.0,Clouds
659,Narasannapeta,IN,18.4167,84.05,73.63,86,89,10.33,Rain
660,Caracoli,CO,6.4119,-74.7606,79.93,70,82,1.59,Clouds
661,Killarney,IE,52.05,-9.5167,28.45,100,20,2.3,Fog
662,Huangnihe,CN,43.5583,128.0239,7.97,89,5,5.21,Clear
663,Mandalgovi,MN,45.7625,106.2708,8.91,45,100,15.12,Clouds
664,Namwala,ZM,-15.7504,26.4384,67.21,91,74,4.61,Clouds
665,Tateyama,JP,34.9833,139.8667,59.22,63,9,14.92,Clear
666,Huarmey,PE,-10.0681,-78.1522,70.66,77,95,8.63,Clouds
667,Samdari,IN,25.8167,72.5833,65.79,35,0,8.28,Clear
668,Ninghai,CN,29.2892,121.4247,49.37,84,86,12.48,Clouds
669,Cristalina,BR,-16.7686,-47.6136,65.66,89,100,4.21,Clouds
670,Namtsy,RU,62.7161,129.6658,-31.04,100,100,2.86,Clouds
671,Nikolayevka,RU,53.1257,47.2041,21.69,73,100,16.4,Clouds
672,Menongue,AO,-14.6585,17.691,64.18,95,100,3.67,Rain
673,San Lucas,MX,16.6,-92.7167,79.56,59,29,2.82,Rain
674,Defiance,US,41.3334,-84.45,38.07,81,100,0.0,Clouds
675,Bedele,ET,8.456,36.353,57.56,75,45,4.07,Clouds
676,Sikeston,US,36.8767,-89.5879,49.89,100,100,0.0,Clouds
677,Mugla,TR,37.2303,28.3557,50.85,96,100,8.86,Clouds
678,Inhambane,MZ,-23.865,35.3833,76.42,84,0,7.83,Clear
679,Vagur,FO,61.4732,-6.8119,41.34,67,100,24.0,Rain
680,Longonjo,AO,-12.9067,15.2533,63.36,88,48,2.71,Clouds
681,Port-Gentil,GA,-0.7193,8.7815,78.76,89,40,3.44,Rain
682,Torit,SS,4.4133,32.5678,77.63,58,58,2.71,Rain
683,Alice Springs,AU,-23.7,133.8833,88.21,40,67,5.75,Clouds
684,Nur,PL,52.6683,22.3221,29.55,94,100,8.55,Clouds
685,Vierzon,FR,47.2101,2.0625,26.98,87,9,2.24,Clear
686,Craig,US,40.5153,-107.5464,28.02,73,0,3.44,Clear
687,Patamundai,IN,20.5667,86.5667,67.86,51,93,4.07,Clouds
688,Olean,US,42.0776,-78.4297,43.38,30,0,9.22,Clear
689,Amuntai,ID,-2.4177,115.2494,72.18,97,76,0.31,Clouds
690,Urengoy,RU,65.9667,78.3667,-24.38,99,23,5.12,Clouds
691,Bonavista,CA,48.6499,-53.1147,35.74,90,77,21.45,Clouds
692,Collie,AU,-33.3667,116.15,48.07,90,0,6.91,Clear
693,Mengcheng,CN,33.2579,116.5655,31.84,54,5,6.17,Clear
694,Aksu,CN,41.1231,80.2644,21.72,57,7,2.55,Clear
695,Kavaratti,IN,10.5669,72.642,81.32,69,20,12.06,Clouds
696,Dalnegorsk,RU,44.5604,135.5701,10.63,85,21,7.07,Clouds
697,Fraserburgh,GB,57.6874,-2.0184,39.49,64,99,19.06,Clouds
698,Amahai,ID,-3.3333,128.9167,78.58,84,93,3.78,Clouds
699,Pitimbu,BR,-7.4706,-34.8086,84.79,73,40,10.4,Clouds
700,Pout,SN,14.7739,-17.0603,79.56,83,0,10.36,Clear
701,Praia,CV,14.9215,-23.5087,75.74,73,20,18.41,Clouds
702,Champerico,GT,14.3,-91.9167,93.74,65,4,7.36,Clear
703,Shimanovsk,RU,52.0,127.7,-13.16,100,25,3.8,Clouds
704,Venado Tuerto,AR,-33.7456,-61.9688,89.76,33,38,11.05,Clouds
705,Nara,JP,34.6851,135.8049,45.97,71,100,2.59,Rain
